0.000	-4.935	1.935
-0.050	-4.435	1.835
-0.100	-3.936	1.735
-0.150	-3.440	1.636
-0.200	-2.948	1.537
-0.250	-2.461	1.440
-0.300	-1.980	1.344
-0.350	-1.506	1.249
-0.400	-1.041	1.156
-0.450	-0.585	1.065
-0.500	-0.141	0.976
-0.550	0.292	0.889
-0.600	0.712	0.806
-0.650	1.117	0.724
-0.700	1.507	0.646
-0.750	1.882	0.572
-0.800	2.239	0.500
-0.850	2.578	0.432
-0.900	2.898	0.368
-0.950	3.199	0.308
-1.000	3.480	0.252
