-1.000	-4.935	1.935
-0.900	-3.013	0.464
-0.800	-2.316	1.327
-0.700	-1.819	1.976
-0.600	-1.425	2.502
-0.500	-1.097	2.951
-0.400	-0.816	3.344
-0.300	-0.571	3.695
-0.200	-0.357	4.013
-0.100	-0.167	4.303
0.000	0.000	4.571
0.100	0.147	4.618
0.200	0.276	4.645
0.300	0.386	4.652
0.400	0.477	4.636
0.500	0.548	4.596
0.600	0.597	4.524
0.700	0.617	4.412
0.800	0.597	4.240
0.900	0.505	3.956
1.000	0.000	3.000
